sofifa_id,player_url,short_name,player_positions,overall,age,gender,nationality_name,pace,shooting,passing,dribbling,defending,physic,player_face_url,nation_flag_url,value_eur,wage_eur,club_name,preferred_foot,player_tags,attacking,skill,movement,power,mentality,goalkeeping
210438,https://sofifa.com/player/210438/farid-boulaya/220002,F. Boulaya,"CAM, RW",76,28,male,Algeria,72.0,69.0,75.0,80.0,23,54.0,https://cdn.sofifa.net/players/210/438/22_120.png,https://cdn.sofifa.net/flags/dz.png,7500000.0,20000.0,FC Metz,Right,,63,76,74,62,60,8
210719,https://sofifa.com/player/210719/marc-oliver-kempf/220002,M. Kempf,CB,76,26,male,Germany,76.0,42.0,56.0,62.0,75,77.0,https://cdn.sofifa.net/players/210/719/22_120.png,https://cdn.sofifa.net/flags/de.png,8000000.0,25000.0,VfB Stuttgart,Left,,49,53,68,69,59,9
210896,https://sofifa.com/player/210896/morgan-sanson/220002,M. Sanson,CM,76,26,male,France,72.0,73.0,76.0,76.0,71,77.0,https://cdn.sofifa.net/players/210/896/22_120.png,https://cdn.sofifa.net/flags/fr.png,9000000.0,56000.0,Aston Villa,Right,,71,74,73,76,73,9
212127,https://sofifa.com/player/212127/darko-lazovic/220002,D. Lazović,"LM, RM",76,30,male,Serbia,85.0,68.0,72.0,77.0,62,56.0,https://cdn.sofifa.net/players/212/127/22_120.png,https://cdn.sofifa.net/flags/rs.png,7000000.0,26000.0,Hellas Verona,Right,,67,72,79,62,63,9
212219,https://sofifa.com/player/212219/alexander-djiku/220002,A. Djiku,CB,76,26,male,Ghana,71.0,42.0,66.0,69.0,75,81.0,https://cdn.sofifa.net/players/212/219/22_120.png,https://cdn.sofifa.net/flags/gh.png,8500000.0,21000.0,RC Strasbourg Alsace,Right,,56,60,69,69,64,8
212228,https://sofifa.com/player/212228/ivan-toney/220002,I. Toney,ST,76,25,male,England,80.0,75.0,58.0,72.0,40,80.0,https://cdn.sofifa.net/players/212/228/22_120.png,https://cdn.sofifa.net/flags/gb-eng.png,10500000.0,46000.0,Brentford,Right,,69,62,77,76,70,8
212242,https://sofifa.com/player/212242/robert-andrich/220002,R. Andrich,"CM, CDM",76,26,male,Germany,59.0,73.0,76.0,71.0,73,82.0,https://cdn.sofifa.net/players/212/242/22_120.png,https://cdn.sofifa.net/flags/de.png,9000000.0,44000.0,Bayer 04 Leverkusen,Right,#Engine,71,75,62,82,70,9
212260,https://sofifa.com/player/212260/ui-jo-hwang/220002,Hwang Ui Jo,"ST, LM",76,28,male,Korea Republic,78.0,77.0,64.0,74.0,37,73.0,https://cdn.sofifa.net/players/212/260/22_120.png,https://cdn.sofifa.net/flags/kr.png,7500000.0,29000.0,FC Girondins de Bordeaux,Right,,70,67,74,76,64,8
212678,https://sofifa.com/player/212678/ludwig-augustinsson/220002,L. Augustinsson,"LB, LM",76,27,male,Sweden,67.0,60.0,75.0,74.0,74,71.0,https://cdn.sofifa.net/players/212/678/22_120.png,https://cdn.sofifa.net/flags/se.png,8000000.0,23000.0,Sevilla FC,Left,,64,73,71,69,68,9
212883,https://sofifa.com/player/212883/daniel-amartey/220002,D. Amartey,"CB, RB, CDM",76,26,male,Ghana,65.0,55.0,65.0,69.0,76,75.0,https://cdn.sofifa.net/players/212/883/22_120.png,https://cdn.sofifa.net/flags/gh.png,8500000.0,70000.0,Leicester City,Right,,66,56,66,70,63,10
212977,https://sofifa.com/player/212977/niklas-stark/220002,N. Stark,"CB, CDM",76,26,male,Germany,77.0,52.0,64.0,69.0,76,76.0,https://cdn.sofifa.net/players/212/977/22_120.png,https://cdn.sofifa.net/flags/de.png,8500000.0,37000.0,Hertha BSC,Right,,60,56,70,67,63,10
213135,https://sofifa.com/player/213135/divock-origi/220002,D. Origi,"ST, LW",76,26,male,Belgium,79.0,75.0,67.0,75.0,19,74.0,https://cdn.sofifa.net/players/213/135/22_120.png,https://cdn.sofifa.net/flags/be.png,10000000.0,88000.0,Liverpool,Right,,72,61,73,74,64,11
213388,https://sofifa.com/player/213388/flavien-tait/220002,F. Tait,"LM, LW, CM",76,28,male,France,73.0,69.0,73.0,77.0,35,64.0,https://cdn.sofifa.net/players/213/388/22_120.png,https://cdn.sofifa.net/flags/fr.png,7500000.0,43000.0,Stade Rennais FC,Right,,64,73,75,67,61,9
215399,https://sofifa.com/player/215399/ruben-miguel-nunes-vezo/220002,Rúben Vezo,"CB, RB",76,27,male,Portugal,75.0,54.0,63.0,64.0,78,76.0,https://cdn.sofifa.net/players/215/399/22_120.png,https://cdn.sofifa.net/flags/pt.png,8500000.0,24000.0,Levante Unión Deportiva,Right,,62,56,71,68,62,8
215689,https://sofifa.com/player/215689/andrea-petagna/220002,A. Petagna,ST,76,26,male,Italy,61.0,75.0,68.0,76.0,29,81.0,https://cdn.sofifa.net/players/215/689/22_120.png,https://cdn.sofifa.net/flags/it.png,10000000.0,56000.0,Napoli,Left,#Strength,71,65,64,77,65,3
215699,https://sofifa.com/player/215699/youssouf-sabaly/220002,Y. Sabaly,"RB, RM",76,28,male,Senegal,78.0,46.0,63.0,71.0,74,70.0,https://cdn.sofifa.net/players/215/699/22_120.png,https://cdn.sofifa.net/flags/sn.png,7000000.0,22000.0,Real Betis Balompié,Right,,56,59,76,62,62,9
215785,https://sofifa.com/player/215785/keita-balde/220002,K. Baldé,"ST, LM",76,26,male,Senegal,91.0,74.0,71.0,79.0,24,70.0,https://cdn.sofifa.net/players/215/785/22_120.png,https://cdn.sofifa.net/flags/sn.png,10000000.0,33000.0,Cagliari,Right,#Speedster,72,70,81,74,61,9
216065,https://sofifa.com/player/216065/marco-sportiello/220002,M. Sportiello,GK,76,29,male,Italy,1.0,1.0,1.0,1.0,18,1.0,https://cdn.sofifa.net/players/216/065/22_120.png,https://cdn.sofifa.net/flags/it.png,5000000.0,33000.0,Atalanta,Right,,18,19,54,47,33,69
216433,https://sofifa.com/player/216433/anwar-el-ghazi/220002,A. El Ghazi,"LM, RW, LW",76,26,male,Netherlands,73.0,78.0,70.0,76.0,27,69.0,https://cdn.sofifa.net/players/216/433/22_120.png,https://cdn.sofifa.net/flags/nl.png,9000000.0,56000.0,Aston Villa,Right,,72,71,71,72,64,9
216549,https://sofifa.com/player/216549/alexander-sorloth/220002,A. Sørloth,ST,76,25,male,Norway,80.0,74.0,66.0,70.0,27,83.0,https://cdn.sofifa.net/players/216/549/22_120.png,https://cdn.sofifa.net/flags/no.png,10000000.0,61000.0,Real Sociedad,Left,"#Aerial Threat, #Strength",70,67,68,76,67,9
217699,https://sofifa.com/player/217699/islam-slimani/220002,I. Slimani,ST,76,33,male,Algeria,47.0,76.0,73.0,69.0,38,80.0,https://cdn.sofifa.net/players/217/699/22_120.png,https://cdn.sofifa.net/flags/dz.png,4800000.0,57000.0,Olympique Lyonnais,Right,#Strength,75,67,55,75,74,8
220477,https://sofifa.com/player/220477/mattia-caldara/220002,M. Caldara,CB,76,27,male,Italy,58.0,34.0,46.0,63.0,79,71.0,https://cdn.sofifa.net/players/220/477/22_120.png,https://cdn.sofifa.net/flags/it.png,7000000.0,32000.0,Venezia FC,Right,,52,45,60,52,54,7
220570,https://sofifa.com/player/220570/jan-bednarek/220002,J. Bednarek,CB,76,25,male,Poland,52.0,22.0,53.0,55.0,76,77.0,https://cdn.sofifa.net/players/220/570/22_120.png,https://cdn.sofifa.net/flags/pl.png,10500000.0,42000.0,Southampton,Right,,45,42,58,56,55,9
220659,https://sofifa.com/player/220659/josh-brownhill/220002,J. Brownhill,"CM, RM",76,25,male,England,69.0,67.0,72.0,74.0,71,76.0,https://cdn.sofifa.net/players/220/659/22_120.png,https://cdn.sofifa.net/flags/gb-eng.png,10000000.0,33000.0,Burnley,Right,,65,71,71,79,68,8
220831,https://sofifa.com/player/220831/mickael-malsa/220002,M. Malsa,"CM, CDM",76,25,male,France,73.0,63.0,71.0,76.0,75,77.0,https://cdn.sofifa.net/players/220/831/22_120.png,https://cdn.sofifa.net/flags/fr.png,11000000.0,25000.0,Levante Unión Deportiva,Right,,62,68,73,71,67,7
221841,https://sofifa.com/player/221841/adam-armstrong/220002,A. Armstrong,"ST, LW",76,24,male,England,90.0,77.0,66.0,76.0,28,71.0,https://cdn.sofifa.net/players/221/841/22_120.png,https://cdn.sofifa.net/flags/gb-eng.png,12000000.0,46000.0,Southampton,Right,#Speedster,69,67,86,75,68,9
222404,https://sofifa.com/player/222404/mathias-normann/220002,M. Normann,"CDM, CM",76,25,male,Norway,72.0,64.0,72.0,75.0,70,81.0,https://cdn.sofifa.net/players/222/404/22_120.png,https://cdn.sofifa.net/flags/no.png,10500000.0,30000.0,Norwich City,Right,,62,68,73,76,69,8
222715,https://sofifa.com/player/222715/otavio-henrique-passos-santos/220002,Otávio,"CDM, CM",76,27,male,Brazil,61.0,55.0,67.0,72.0,74,76.0,https://cdn.sofifa.net/players/222/715/22_120.png,https://cdn.sofifa.net/flags/br.png,8000000.0,23000.0,FC Girondins de Bordeaux,Right,,59,61,69,71,67,9
223113,https://sofifa.com/player/223113/krzysztof-piatek/220002,K. Piątek,ST,76,26,male,Poland,75.0,77.0,53.0,72.0,30,71.0,https://cdn.sofifa.net/players/223/113/22_120.png,https://cdn.sofifa.net/flags/pl.png,10000000.0,44000.0,Hertha BSC,Right,,69,56,71,74,61,9
223154,https://sofifa.com/player/223154/ozan-tufan/220002,O. Tufan,"CM, CDM, CAM",76,26,male,Turkey,75.0,73.0,73.0,76.0,73,82.0,https://cdn.sofifa.net/players/223/154/22_120.png,https://cdn.sofifa.net/flags/tr.png,9500000.0,44000.0,Watford,Right,,65,73,73,80,71,8
223329,https://sofifa.com/player/223329/andrea-conti/220002,A. Conti,"RB, RM",76,27,male,Italy,75.0,58.0,69.0,74.0,74,64.0,https://cdn.sofifa.net/players/223/329/22_120.png,https://cdn.sofifa.net/flags/it.png,8000000.0,32000.0,AC Milan,Right,,66,65,72,60,65,9
224158,https://sofifa.com/player/224158/sofyan-amrabat/220002,S. Amrabat,"CDM, CM",76,24,male,Morocco,69.0,71.0,70.0,75.0,72,78.0,https://cdn.sofifa.net/players/224/158/22_120.png,https://cdn.sofifa.net/flags/ma.png,9500000.0,36000.0,Fiorentina,Right,,67,70,71,74,70,10
225783,https://sofifa.com/player/225783/stephy-mavididi/220002,S. Mavididi,"LM, ST",76,23,male,England,89.0,72.0,67.0,75.0,21,67.0,https://cdn.sofifa.net/players/225/783/22_120.png,https://cdn.sofifa.net/flags/gb-eng.png,11500000.0,22000.0,Montpellier Hérault SC,Right,,70,62,76,72,56,7
225859,https://sofifa.com/player/225859/moussa-niakhate/220002,M. Niakhaté,CB,76,25,male,France,77.0,39.0,60.0,66.0,74,78.0,https://cdn.sofifa.net/players/225/859/22_120.png,https://cdn.sofifa.net/flags/fr.png,9000000.0,21000.0,1. FSV Mainz 05,Left,,56,53,68,62,60,7
225951,https://sofifa.com/player/225951/denis-bouanga/220002,D. Bouanga,"LM, ST, RM",76,26,male,Gabon,80.0,75.0,70.0,78.0,30,69.0,https://cdn.sofifa.net/players/225/951/22_120.png,https://cdn.sofifa.net/flags/ga.png,9000000.0,30000.0,AS Saint-Étienne,Right,,71,72,76,72,66,9
226093,https://sofifa.com/player/226093/che-adams/220002,C. Adams,ST,76,24,male,Scotland,84.0,77.0,62.0,74.0,37,77.0,https://cdn.sofifa.net/players/226/093/22_120.png,https://cdn.sofifa.net/flags/gb-sct.png,11500000.0,46000.0,Southampton,Right,,66,64,78,78,64,11
226229,https://sofifa.com/player/226229/thilo-kehrer/220002,T. Kehrer,"CB, RB",76,24,male,Germany,68.0,44.0,65.0,66.0,77,78.0,https://cdn.sofifa.net/players/226/229/22_120.png,https://cdn.sofifa.net/flags/de.png,10000000.0,49000.0,Paris Saint-Germain,Right,,56,58,67,68,62,9
226268,https://sofifa.com/player/226268/federico-dimarco/220002,F. Dimarco,"LWB, LB, CB",76,23,male,Italy,75.0,61.0,75.0,74.0,70,62.0,https://cdn.sofifa.net/players/226/268/22_120.png,https://cdn.sofifa.net/flags/it.png,10500000.0,58000.0,Inter,Left,,68,76,74,63,67,7
226853,https://sofifa.com/player/226853/jeremiah-st-juste/220002,J. St. Juste,"CB, RB",76,24,male,Netherlands,91.0,58.0,66.0,74.0,77,73.0,https://cdn.sofifa.net/players/226/853/22_120.png,https://cdn.sofifa.net/flags/nl.png,9500000.0,19000.0,1. FSV Mainz 05,Right,#Speedster,63,58,79,69,67,10
227222,https://sofifa.com/player/227222/frederic-guilbert/220002,F. Guilbert,"RB, RWB",76,26,male,France,74.0,48.0,67.0,68.0,74,78.0,https://cdn.sofifa.net/players/227/222/22_120.png,https://cdn.sofifa.net/flags/fr.png,9000000.0,51000.0,RC Strasbourg Alsace,Right,,58,60,71,70,65,9
227234,https://sofifa.com/player/227234/lucas-tousart/220002,L. Tousart,"CDM, CM",76,24,male,France,59.0,54.0,65.0,65.0,76,82.0,https://cdn.sofifa.net/players/227/234/22_120.png,https://cdn.sofifa.net/flags/fr.png,10500000.0,31000.0,Hertha BSC,Right,,58,57,62,77,65,11
227236,https://sofifa.com/player/227236/andre-franck-zambo-anguissa/220002,A. Zambo Anguissa,"CM, CDM",76,25,male,Cameroon,77.0,64.0,70.0,80.0,72,82.0,https://cdn.sofifa.net/players/227/236/22_120.png,https://cdn.sofifa.net/flags/cm.png,10500000.0,49000.0,Napoli,Right,,63,68,76,76,75,8
228579,https://sofifa.com/player/228579/benjamin-henrichs/220002,B. Henrichs,"RB, LB, RM",76,24,male,Germany,74.0,53.0,71.0,75.0,73,69.0,https://cdn.sofifa.net/players/228/579/22_120.png,https://cdn.sofifa.net/flags/de.png,9500000.0,46000.0,RB Leipzig,Right,,62,67,73,63,67,9
228635,https://sofifa.com/player/228635/borja-mayoral-moya/220002,Borja Mayoral,ST,76,24,male,Spain,68.0,76.0,69.0,77.0,31,68.0,https://cdn.sofifa.net/players/228/635/22_120.png,https://cdn.sofifa.net/flags/es.png,11500000.0,105000.0,Roma,Right,,72,69,72,75,65,8
228708,https://sofifa.com/player/228708/lucas-martinez-quarta/220002,L. Martínez Quarta,CB,76,25,male,Argentina,67.0,56.0,69.0,70.0,74,78.0,https://cdn.sofifa.net/players/228/708/22_120.png,https://cdn.sofifa.net/flags/ar.png,13500000.0,40000.0,Fiorentina,Right,,64,64,68,72,69,10
228747,https://sofifa.com/player/228747/oussama-idrissi/220002,O. Idrissi,LW,76,25,male,Morocco,83.0,76.0,70.0,80.0,35,69.0,https://cdn.sofifa.net/players/228/747/22_120.png,https://cdn.sofifa.net/flags/ma.png,10000000.0,26000.0,Sevilla FC,Right,,67,76,78,68,58,11
228789,https://sofifa.com/player/228789/robert-lynch-sanchez/220002,Robert Sanchéz,GK,76,23,male,Spain,1.0,1.0,1.0,1.0,15,1.0,https://cdn.sofifa.net/players/228/789/22_120.png,https://cdn.sofifa.net/flags/es.png,9500000.0,31000.0,Brighton & Hove Albion,Right,,20,25,45,48,28,69
230020,https://sofifa.com/player/230020/pierre-lees-melou/220002,P. Lees-Melou,CM,76,28,male,France,67.0,72.0,77.0,76.0,67,74.0,https://cdn.sofifa.net/players/230/020/22_120.png,https://cdn.sofifa.net/flags/fr.png,7500000.0,36000.0,Norwich City,Right,,68,76,68,76,71,8
230065,https://sofifa.com/player/230065/suat-serdar/220002,S. Serdar,"CM, CDM",76,24,male,Germany,69.0,69.0,71.0,77.0,73,79.0,https://cdn.sofifa.net/players/230/065/22_120.png,https://cdn.sofifa.net/flags/de.png,11500000.0,35000.0,Hertha BSC,Right,,66,72,70,78,71,8
230613,https://sofifa.com/player/230613/amadou-diawara/220002,A. Diawara,"CDM, CM",76,23,male,Guinea,62.0,54.0,71.0,76.0,73,71.0,https://cdn.sofifa.net/players/230/613/22_120.png,https://cdn.sofifa.net/flags/gn.png,9000000.0,35000.0,Roma,Right,,58,64,68,63,69,8
230727,https://sofifa.com/player/230727/gautier-larsonneur/220002,G. Larsonneur,GK,76,24,male,France,1.0,1.0,1.0,1.0,15,1.0,https://cdn.sofifa.net/players/230/727/22_120.png,https://cdn.sofifa.net/flags/fr.png,8000000.0,12000.0,Stade Brestois 29,Right,,20,20,60,46,26,71
231366,https://sofifa.com/player/231366/philipp-lienhart/220002,P. Lienhart,CB,76,24,male,Austria,64.0,28.0,56.0,61.0,78,73.0,https://cdn.sofifa.net/players/231/366/22_120.png,https://cdn.sofifa.net/flags/at.png,9000000.0,21000.0,Sport-Club Freiburg,Right,,47,50,63,55,56,10
231416,https://sofifa.com/player/231416/dodi-lukebakio/220002,D. Lukébakio,"RM, ST",76,23,male,Belgium,84.0,75.0,69.0,79.0,28,60.0,https://cdn.sofifa.net/players/231/416/22_120.png,https://cdn.sofifa.net/flags/be.png,11500000.0,35000.0,VfL Wolfsburg,Left,,67,71,77,71,56,9
231936,https://sofifa.com/player/231936/ben-white/220002,B. White,"CB, CM",76,23,male,England,69.0,27.0,61.0,67.0,77,76.0,https://cdn.sofifa.net/players/231/936/22_120.png,https://cdn.sofifa.net/flags/gb-eng.png,15500000.0,52000.0,Arsenal,Right,,48,50,65,59,58,7
232498,https://sofifa.com/player/232498/isaac-palazon-camacho/220002,Isi,"RM, LM, CAM",76,26,male,Spain,86.0,74.0,73.0,77.0,39,65.0,https://cdn.sofifa.net/players/232/498/22_120.png,https://cdn.sofifa.net/flags/es.png,8000000.0,20000.0,Rayo Vallecano,Left,,64,74,82,73,63,9
233556,https://sofifa.com/player/233556/riccardo-orsolini/220002,R. Orsolini,"CAM, RW",76,24,male,Italy,80.0,70.0,74.0,81.0,34,65.0,https://cdn.sofifa.net/players/233/556/22_120.png,https://cdn.sofifa.net/flags/it.png,12000000.0,27000.0,Bologna,Left,,68,76,78,70,61,9
233631,https://sofifa.com/player/233631/amath-ndiaye/220002,A. Ndiaye,"LM, ST, RM",76,24,male,Senegal,92.0,71.0,67.0,79.0,42,67.0,https://cdn.sofifa.net/players/233/631/22_120.png,https://cdn.sofifa.net/flags/sn.png,10000000.0,22000.0,RCD Mallorca,Right,#Speedster,69,70,81,68,63,7
233848,https://sofifa.com/player/233848/jens-petter-hauge/220002,J. Hauge,LM,76,21,male,Norway,88.0,68.0,67.0,78.0,41,66.0,https://cdn.sofifa.net/players/233/848/22_120.png,https://cdn.sofifa.net/flags/no.png,15000000.0,26000.0,Eintracht Frankfurt,Right,,62,67,80,68,60,8
234078,https://sofifa.com/player/234078/orel-mangala/220002,O. Mangala,"CM, CDM",76,23,male,Belgium,70.0,53.0,71.0,83.0,73,71.0,https://cdn.sofifa.net/players/234/078/22_120.png,https://cdn.sofifa.net/flags/be.png,11500000.0,23000.0,VfB Stuttgart,Right,,56,71,77,68,67,6
234171,https://sofifa.com/player/234171/roland-sallai/220002,R. Sallai,"RM, CF",76,24,male,Hungary,72.0,70.0,70.0,79.0,35,61.0,https://cdn.sofifa.net/players/234/171/22_120.png,https://cdn.sofifa.net/flags/hu.png,10000000.0,23000.0,Sport-Club Freiburg,Right,,67,63,73,64,62,7
234574,https://sofifa.com/player/234574/jose-diogo-dalot-teixeira/220002,Diogo Dalot,"RB, LB",76,22,male,Portugal,79.0,60.0,70.0,77.0,71,75.0,https://cdn.sofifa.net/players/234/574/22_120.png,https://cdn.sofifa.net/flags/pt.png,11500000.0,68000.0,Manchester United,Right,,63,66,76,74,67,6
234711,https://sofifa.com/player/234711/josip-brekalo/220002,J. Brekalo,"LM, CF",76,23,male,Croatia,76.0,73.0,71.0,82.0,33,52.0,https://cdn.sofifa.net/players/234/711/22_120.png,https://cdn.sofifa.net/flags/hr.png,11000000.0,44000.0,Torino F.C.,Right,,65,74,79,65,56,7
235149,https://sofifa.com/player/235149/jerdy-schouten/220002,J. Schouten,"CDM, CM",76,24,male,Netherlands,64.0,55.0,67.0,74.0,73,70.0,https://cdn.sofifa.net/players/235/149/22_120.png,https://cdn.sofifa.net/flags/nl.png,10500000.0,24000.0,Bologna,Right,,59,62,68,67,67,7
235424,https://sofifa.com/player/235424/diadie-samassekou/220002,D. Samassékou,"CDM, CM",76,25,male,Mali,66.0,49.0,65.0,72.0,74,74.0,https://cdn.sofifa.net/players/235/424/22_120.png,https://cdn.sofifa.net/flags/ml.png,9000000.0,28000.0,TSG Hoffenheim,Right,,54,59,73,67,70,8
235875,https://sofifa.com/player/235875/pol-mikel-lirola-kosok/220002,Pol Lirola,"RWB, RM, RB",76,23,male,Spain,77.0,57.0,70.0,75.0,72,70.0,https://cdn.sofifa.net/players/235/875/22_120.png,https://cdn.sofifa.net/flags/es.png,9500000.0,27000.0,Olympique de Marseille,Right,,66,64,74,65,62,8
235944,https://sofifa.com/player/235944/brais-mendez-portela/220002,Brais Méndez,"RM, CM, ST",76,24,male,Spain,71.0,74.0,76.0,74.0,47,63.0,https://cdn.sofifa.net/players/235/944/22_120.png,https://cdn.sofifa.net/flags/es.png,12000000.0,20000.0,RC Celta de Vigo,Left,,68,75,65,69,65,7
236221,https://sofifa.com/player/236221/darko-brasanac/220002,D. Brašanac,"CM, CDM, RM",76,29,male,Serbia,55.0,70.0,73.0,73.0,73,73.0,https://cdn.sofifa.net/players/236/221/22_120.png,https://cdn.sofifa.net/flags/rs.png,7500000.0,28000.0,CA Osasuna,Right,,65,69,62,71,74,8
236276,https://sofifa.com/player/236276/arnaut-danjuma/220002,A. Danjuma,"LW, LM, ST",76,24,male,Netherlands,83.0,73.0,70.0,78.0,44,67.0,https://cdn.sofifa.net/players/236/276/22_120.png,https://cdn.sofifa.net/flags/nl.png,11000000.0,28000.0,Villarreal CF,Right,,63,71,78,71,57,9
236679,https://sofifa.com/player/236679/oscar-melendo-jimenez/220002,Melendo,"CAM, RM, ST",76,23,male,Spain,78.0,66.0,75.0,78.0,45,60.0,https://cdn.sofifa.net/players/236/679/22_120.png,https://cdn.sofifa.net/flags/es.png,11500000.0,17000.0,RCD Espanyol de Barcelona,Left,,64,69,79,63,64,8
236920,https://sofifa.com/player/236920/justin-kluivert/220002,J. Kluivert,"LM, RM",76,22,male,Netherlands,89.0,72.0,67.0,81.0,35,58.0,https://cdn.sofifa.net/players/236/920/22_120.png,https://cdn.sofifa.net/flags/nl.png,15000000.0,39000.0,OGC Nice,Right,,65,69,84,66,61,7
237184,https://sofifa.com/player/237184/keidi-bare/220002,K. Bare,"CDM, CM",76,23,male,Albania,75.0,61.0,70.0,74.0,73,77.0,https://cdn.sofifa.net/players/237/184/22_120.png,https://cdn.sofifa.net/flags/al.png,11000000.0,15000.0,RCD Espanyol de Barcelona,Right,,60,69,76,68,70,10
238095,https://sofifa.com/player/238095/nikola-milenkovic/220002,N. Milenković,"CB, RB",76,23,male,Serbia,66.0,44.0,61.0,62.0,77,81.0,https://cdn.sofifa.net/players/238/095/22_120.png,https://cdn.sofifa.net/flags/rs.png,14000000.0,36000.0,Fiorentina,Right,,55,50,59,69,56,8
238227,https://sofifa.com/player/238227/krepin-diatta/220002,K. Diatta,RM,76,22,male,Senegal,93.0,69.0,66.0,78.0,45,69.0,https://cdn.sofifa.net/players/238/227/22_120.png,https://cdn.sofifa.net/flags/sn.png,15000000.0,38000.0,AS Monaco,Right,"#Speedster, #Acrobat",66,64,85,78,61,8
239580,https://sofifa.com/player/239580/gleison-bremer-silva-nascimento/220002,Bremer,CB,76,24,male,Brazil,64.0,35.0,51.0,62.0,76,74.0,https://cdn.sofifa.net/players/239/580/22_120.png,https://cdn.sofifa.net/flags/br.png,11000000.0,31000.0,Torino F.C.,Right,,48,47,64,56,55,8
239890,https://sofifa.com/player/239890/ozan-kabak/220002,O. Kabak,CB,76,21,male,Turkey,69.0,36.0,56.0,69.0,74,79.0,https://cdn.sofifa.net/players/239/890/22_120.png,https://cdn.sofifa.net/flags/tr.png,15500000.0,9000.0,Norwich City,Right,,47,54,67,61,60,7
239956,https://sofifa.com/player/239956/myron-boadu/220002,M. Boadu,ST,76,20,male,Netherlands,89.0,75.0,61.0,76.0,23,66.0,https://cdn.sofifa.net/players/239/956/22_120.png,https://cdn.sofifa.net/flags/nl.png,16500000.0,36000.0,AS Monaco,Right,,66,62,84,74,59,9
240273,https://sofifa.com/player/240273/emile-smith-rowe/220002,E. Smith Rowe,CAM,76,20,male,England,78.0,64.0,73.0,78.0,32,61.0,https://cdn.sofifa.net/players/240/273/22_120.png,https://cdn.sofifa.net/flags/gb-eng.png,16500000.0,49000.0,Arsenal,Right,,60,70,75,59,61,8
240458,https://sofifa.com/player/240458/ander-guevara-lajo/220002,Ander Guevara,"CM, CDM",76,23,male,Spain,53.0,64.0,74.0,71.0,74,70.0,https://cdn.sofifa.net/players/240/458/22_120.png,https://cdn.sofifa.net/flags/es.png,12000000.0,26000.0,Real Sociedad,Right,,62,68,64,65,67,11
240716,https://sofifa.com/player/240716/mathias-olivera/220002,M. Olivera,"LB, LM",76,23,male,Uruguay,76.0,50.0,65.0,70.0,74,77.0,https://cdn.sofifa.net/players/240/716/22_120.png,https://cdn.sofifa.net/flags/uy.png,16000000.0,21000.0,Getafe CF,Left,,59,62,68,66,64,11
240754,https://sofifa.com/player/240754/youcef-atal/220002,Y. Atal,"RB, RM",76,25,male,Algeria,90.0,68.0,71.0,79.0,70,69.0,https://cdn.sofifa.net/players/240/754/22_120.png,https://cdn.sofifa.net/flags/dz.png,9500000.0,26000.0,OGC Nice,Right,#Speedster,69,70,83,67,72,8
240915,https://sofifa.com/player/240915/juan-miranda-gonzalez/220002,Miranda,"LB, LWB",76,21,male,Spain,78.0,57.0,68.0,74.0,72,66.0,https://cdn.sofifa.net/players/240/915/22_120.png,https://cdn.sofifa.net/flags/es.png,16000000.0,15000.0,Real Betis Balompié,Left,,61,66,73,68,60,7
241497,https://sofifa.com/player/241497/colin-dagba/220002,C. Dagba,RB,76,22,male,France,82.0,53.0,70.0,77.0,73,61.0,https://cdn.sofifa.net/players/241/497/22_120.png,https://cdn.sofifa.net/flags/fr.png,10000000.0,49000.0,Paris Saint-Germain,Right,,57,65,80,63,65,7
241707,https://sofifa.com/player/241707/pape-gueye/220002,P. Gueye,"CDM, CM",76,22,male,France,73.0,46.0,65.0,70.0,72,79.0,https://cdn.sofifa.net/players/241/707/22_120.png,https://cdn.sofifa.net/flags/fr.png,14500000.0,27000.0,Olympique de Marseille,Left,,54,59,67,68,66,10
242348,https://sofifa.com/player/242348/lorenzo-moron-garcia/220002,Loren,ST,76,27,male,Spain,71.0,78.0,60.0,74.0,27,74.0,https://cdn.sofifa.net/players/242/348/22_120.png,https://cdn.sofifa.net/flags/es.png,9000000.0,25000.0,RCD Espanyol de Barcelona,Right,,69,63,69,73,64,9
242374,https://sofifa.com/player/242374/musa-barrow/220002,M. Barrow,"CAM, ST",76,22,male,Gambia,84.0,74.0,67.0,77.0,27,63.0,https://cdn.sofifa.net/players/242/374/22_120.png,https://cdn.sofifa.net/flags/gm.png,15000000.0,37000.0,Bologna,Right,,67,66,76,68,55,9
242578,https://sofifa.com/player/242578/benoit-badiashile/220002,B. Badiashile,CB,76,20,male,France,62.0,39.0,63.0,58.0,76,76.0,https://cdn.sofifa.net/players/242/578/22_120.png,https://cdn.sofifa.net/flags/fr.png,15500000.0,29000.0,AS Monaco,Left,#Aerial Threat,48,55,53,69,62,7
242663,https://sofifa.com/player/242663/sebastiaan-bornauw/220002,S. Bornauw,CB,76,22,male,Belgium,72.0,45.0,60.0,65.0,78,76.0,https://cdn.sofifa.net/players/242/663/22_120.png,https://cdn.sofifa.net/flags/be.png,11000000.0,40000.0,VfL Wolfsburg,Right,,54,57,66,62,60,7
242664,https://sofifa.com/player/242664/alexis-saelemaekers/220002,A. Saelemaekers,"RW, RM",76,22,male,Belgium,81.0,66.0,74.0,78.0,63,68.0,https://cdn.sofifa.net/players/242/664/22_120.png,https://cdn.sofifa.net/flags/be.png,11500000.0,34000.0,AC Milan,Right,,67,72,79,70,64,8
