sofifa_id,player_url,short_name,player_positions,overall,age,gender,nationality_name,pace,shooting,passing,dribbling,defending,physic,player_face_url_old,nation_flag_url,value_eur,wage_eur,club_name,preferred_foot,player_tags,attacking,skill,movement,power,mentality,goalkeeping,player_face_url_old
184392,https://sofifa.com/player/184392/matteo-darmian/220002,M. Darmian,"RWB, LWB, RB",78,31,male,Italy,70,58,69,74,78,68,https://cdn.sofifa.net/players/184/392/22_120.png,https://cdn.sofifa.net/flags/it.png,10000000,77000,Inter,Right,,66,63,74,65,68,6,https://cdn.sofifa.net/players/184/392/22_120.png
185103,https://sofifa.com/player/185103/aleksandar-kolarov/220002,A. Kolarov,"LB, CB",78,35,male,Serbia,63,74,79,74,78,74,https://cdn.sofifa.net/players/185/103/22_120.png,https://cdn.sofifa.net/flags/rs.png,4300000,55000,Inter,Left,"#Distance Shooter, #FK Specialist",73,80,64,80,78,10,https://cdn.sofifa.net/players/185/103/22_120.png
186197,https://sofifa.com/player/186197/gael-kakuta/220002,G. Kakuta,CAM,78,30,male,Congo DR,73,72,76,83,34,66,https://cdn.sofifa.net/players/186/197/22_120.png,https://cdn.sofifa.net/flags/cd.png,13500000,32000,Racing Club de Lens,Left,,69,79,79,74,67,9,https://cdn.sofifa.net/players/186/197/22_120.png
186801,https://sofifa.com/player/186801/cheikhou-kouyate/220002,C. Kouyaté,"CB, CDM",78,31,male,Senegal,64,64,62,69,77,85,https://cdn.sofifa.net/players/186/801/22_120.png,https://cdn.sofifa.net/flags/sn.png,9500000,51000,Crystal Palace,Right,#Engine,62,58,64,77,70,9,https://cdn.sofifa.net/players/186/801/22_120.png
187936,https://sofifa.com/player/187936/steven-nzonzi/220002,S. Nzonzi,"CDM, CM",78,32,male,France,40,56,70,67,75,85,https://cdn.sofifa.net/players/187/936/22_120.png,https://cdn.sofifa.net/flags/fr.png,9500000,47000,Roma,Right,"#Aerial Threat, #Strength",62,64,44,74,71,11,https://cdn.sofifa.net/players/187/936/22_120.png
188335,https://sofifa.com/player/188335/ante-budimir/220002,A. Budimir,ST,78,29,male,Croatia,65,78,48,73,30,77,https://cdn.sofifa.net/players/188/335/22_120.png,https://cdn.sofifa.net/flags/hr.png,14000000,34000,CA Osasuna,Left,,69,52,58,73,59,10,https://cdn.sofifa.net/players/188/335/22_120.png
189053,https://sofifa.com/player/189053/francesco-caputo/220002,F. Caputo,ST,78,33,male,Italy,82,79,62,78,25,67,https://cdn.sofifa.net/players/189/053/22_120.png,https://cdn.sofifa.net/flags/it.png,9000000,38000,U.C. Sampdoria,Right,,71,64,81,74,60,9,https://cdn.sofifa.net/players/189/053/22_120.png
189125,https://sofifa.com/player/189125/giacomo-bonaventura/220002,G. Bonaventura,"CM, CAM",78,31,male,Italy,69,75,80,80,69,65,https://cdn.sofifa.net/players/189/125/22_120.png,https://cdn.sofifa.net/flags/it.png,11500000,52000,Fiorentina,Right,,75,79,73,72,73,10,https://cdn.sofifa.net/players/189/125/22_120.png
189280,https://sofifa.com/player/189280/ashley-westwood/220002,A. Westwood,"CDM, CM",78,31,male,England,58,62,80,74,75,75,https://cdn.sofifa.net/players/189/280/22_120.png,https://cdn.sofifa.net/flags/gb-eng.png,10000000,36000,Burnley,Right,,66,77,69,72,73,8,https://cdn.sofifa.net/players/189/280/22_120.png
189505,https://sofifa.com/player/189505/pedro-rodriguez-ledesma/220002,Pedro,"CF, RW",78,33,male,Spain,74,73,77,84,35,52,https://cdn.sofifa.net/players/189/505/22_120.png,https://cdn.sofifa.net/flags/es.png,9000000,61000,Lazio,Right,#Acrobat,67,75,81,64,68,8,https://cdn.sofifa.net/players/189/505/22_120.png
189606,https://sofifa.com/player/189606/julian-baumgartlinger/220002,J. Baumgartlinger,"CDM, CM",78,33,male,Austria,55,49,70,69,77,79,https://cdn.sofifa.net/players/189/606/22_120.png,https://cdn.sofifa.net/flags/at.png,7000000,46000,Bayer 04 Leverkusen,Right,,60,62,62,70,69,9,https://cdn.sofifa.net/players/189/606/22_120.png
189881,https://sofifa.com/player/189881/chris-smalling/220002,C. Smalling,CB,78,31,male,England,64,47,58,60,79,79,https://cdn.sofifa.net/players/189/881/22_120.png,https://cdn.sofifa.net/flags/gb-eng.png,9500000,47000,Roma,Right,#Aerial Threat,60,51,59,61,64,12,https://cdn.sofifa.net/players/189/881/22_120.png
190243,https://sofifa.com/player/190243/marwin-hitz/220002,M. Hitz,GK,78,33,male,Switzerland,1,1,1,1,14,1,https://cdn.sofifa.net/players/190/243/22_120.png,https://cdn.sofifa.net/flags/ch.png,4600000,39000,Borussia Dortmund,Right,,22,19,46,50,24,72,https://cdn.sofifa.net/players/190/243/22_120.png
191180,https://sofifa.com/player/191180/javier-pastore/220002,J. Pastore,"CAM, CM",78,32,male,Argentina,64,73,80,78,49,50,https://cdn.sofifa.net/players/191/180/22_120.png,https://cdn.sofifa.net/flags/ar.png,11000000,23000,Elche CF,Right,,70,77,67,57,69,8,https://cdn.sofifa.net/players/191/180/22_120.png
192678,https://sofifa.com/player/192678/enrique-garcia-martinez/220002,Kike García,ST,78,31,male,Spain,61,81,64,74,33,74,https://cdn.sofifa.net/players/192/678/22_120.png,https://cdn.sofifa.net/flags/es.png,12000000,33000,CA Osasuna,Right,,75,58,61,76,71,8,https://cdn.sofifa.net/players/192/678/22_120.png
192679,https://sofifa.com/player/192679/sergio-escudero-palomo/220002,Escudero,"LB, LM",78,31,male,Spain,69,63,74,71,78,71,https://cdn.sofifa.net/players/192/679/22_120.png,https://cdn.sofifa.net/flags/es.png,10000000,24000,Granada CF,Left,,67,71,71,71,70,9,https://cdn.sofifa.net/players/192/679/22_120.png
193171,https://sofifa.com/player/193171/jaume-vicent-costa-jorda/220002,Jaume Costa,"LB, RB",78,33,male,Spain,73,61,71,73,77,68,https://cdn.sofifa.net/players/193/171/22_120.png,https://cdn.sofifa.net/flags/es.png,7500000,26000,RCD Mallorca,Left,,65,68,73,67,68,10,https://cdn.sofifa.net/players/193/171/22_120.png
193361,https://sofifa.com/player/193361/roberto-soriano/220002,R. Soriano,"CAM, CM",78,30,male,Italy,69,75,78,79,66,71,https://cdn.sofifa.net/players/193/361/22_120.png,https://cdn.sofifa.net/flags/it.png,13500000,35000,Bologna,Right,,74,74,73,73,72,10,https://cdn.sofifa.net/players/193/361/22_120.png
193469,https://sofifa.com/player/193469/victor-ruiz-torre/220002,Víctor Ruiz,CB,78,32,male,Spain,50,42,65,60,79,78,https://cdn.sofifa.net/players/193/469/22_120.png,https://cdn.sofifa.net/flags/es.png,9000000,24000,Real Betis Balompié,Left,,56,62,55,65,61,7,https://cdn.sofifa.net/players/193/469/22_120.png
194222,https://sofifa.com/player/194222/victor-laguardia-cisneros/220002,Laguardia,CB,78,31,male,Spain,50,46,55,52,79,78,https://cdn.sofifa.net/players/194/222/22_120.png,https://cdn.sofifa.net/flags/es.png,9500000,25000,Deportivo Alavés,Right,,53,48,54,62,61,9,https://cdn.sofifa.net/players/194/222/22_120.png
195096,https://sofifa.com/player/195096/fransergio-rodrigues-barbosa/220002,Fransérgio,"CM, CAM",78,30,male,Brazil,59,75,75,75,71,80,https://cdn.sofifa.net/players/195/096/22_120.png,https://cdn.sofifa.net/flags/br.png,13500000,29000,FC Girondins de Bordeaux,Right,,72,76,63,75,77,5,https://cdn.sofifa.net/players/195/096/22_120.png
197837,https://sofifa.com/player/197837/dedryck-boyata/220002,D. Boyata,CB,78,30,male,Belgium,70,29,52,58,80,83,https://cdn.sofifa.net/players/197/837/22_120.png,https://cdn.sofifa.net/flags/be.png,11500000,42000,Hertha BSC,Right,#Strength,50,44,66,65,51,9,https://cdn.sofifa.net/players/197/837/22_120.png
199189,https://sofifa.com/player/199189/ross-barkley/220002,R. Barkley,"CAM, CM",78,27,male,England,69,73,77,78,55,72,https://cdn.sofifa.net/players/199/189/22_120.png,https://cdn.sofifa.net/flags/gb-eng.png,16000000,95000,Chelsea,Right,,68,77,67,73,71,8,https://cdn.sofifa.net/players/199/189/22_120.png
199576,https://sofifa.com/player/199576/oriol-romeu-vidal/220002,Oriol Romeu,"CDM, CM",78,29,male,Spain,41,44,62,65,80,81,https://cdn.sofifa.net/players/199/576/22_120.png,https://cdn.sofifa.net/flags/es.png,12000000,53000,Southampton,Right,,52,61,53,68,67,10,https://cdn.sofifa.net/players/199/576/22_120.png
199652,https://sofifa.com/player/199652/dennis-praet/220002,D. Praet,"CM, RM",78,27,male,Belgium,67,72,78,79,61,66,https://cdn.sofifa.net/players/199/652/22_120.png,https://cdn.sofifa.net/flags/be.png,15000000,87000,Torino F.C.,Right,,71,76,70,70,70,7,https://cdn.sofifa.net/players/199/652/22_120.png
199715,https://sofifa.com/player/199715/victor-machin-perez/220002,Vitolo,"LM, RM",78,31,male,Spain,76,76,76,77,37,72,https://cdn.sofifa.net/players/199/715/22_120.png,https://cdn.sofifa.net/flags/es.png,11500000,50000,Getafe CF,Right,,73,75,72,74,64,11,https://cdn.sofifa.net/players/199/715/22_120.png
199915,https://sofifa.com/player/199915/lewis-dunk/220002,L. Dunk,CB,78,29,male,England,46,51,62,64,79,78,https://cdn.sofifa.net/players/199/915/22_120.png,https://cdn.sofifa.net/flags/gb-eng.png,13000000,56000,Brighton & Hove Albion,Right,,49,66,50,72,59,9,https://cdn.sofifa.net/players/199/915/22_120.png
200159,https://sofifa.com/player/200159/stefan-ortega/220002,S. Ortega,GK,78,28,male,Germany,1,1,1,1,18,1,https://cdn.sofifa.net/players/200/159/22_120.png,https://cdn.sofifa.net/flags/de.png,12000000,22000,DSC Arminia Bielefeld,Right,,21,28,55,52,34,73,https://cdn.sofifa.net/players/200/159/22_120.png
201042,https://sofifa.com/player/201042/djibril-sidibe/220002,D. Sidibé,"RB, CB",78,28,male,France,74,62,74,74,74,79,https://cdn.sofifa.net/players/201/042/22_120.png,https://cdn.sofifa.net/flags/fr.png,12500000,48000,AS Monaco,Right,,64,74,72,76,67,9,https://cdn.sofifa.net/players/201/042/22_120.png
201417,https://sofifa.com/player/201417/matt-doherty/220002,M. Doherty,"RB, RWB",78,29,male,Republic of Ireland,68,64,73,75,75,76,https://cdn.sofifa.net/players/201/417/22_120.png,https://cdn.sofifa.net/flags/ie.png,12500000,77000,Tottenham Hotspur,Right,,68,66,70,74,68,9,https://cdn.sofifa.net/players/201/417/22_120.png
201995,https://sofifa.com/player/201995/felipe-anderson-pereira-gomes/220002,Felipe Anderson,"LM, CAM",78,28,male,Brazil,85,74,76,82,50,59,https://cdn.sofifa.net/players/201/995/22_120.png,https://cdn.sofifa.net/flags/br.png,14000000,58000,Lazio,Right,,67,76,83,62,70,7,https://cdn.sofifa.net/players/201/995/22_120.png
202849,https://sofifa.com/player/202849/jannik-vestergaard/220002,J. Vestergaard,CB,78,28,male,Denmark,32,48,62,49,77,82,https://cdn.sofifa.net/players/202/849/22_120.png,https://cdn.sofifa.net/flags/dk.png,13500000,83000,Leicester City,Right,"#Aerial Threat, #Strength",52,54,39,71,66,10,https://cdn.sofifa.net/players/202/849/22_120.png
203605,https://sofifa.com/player/203605/pavel-kaderabek/220002,P. Kadeřábek,"RWB, RB, RM",78,29,male,Czech Republic,74,43,73,73,73,79,https://cdn.sofifa.net/players/203/605/22_120.png,https://cdn.sofifa.net/flags/cz.png,12500000,35000,TSG Hoffenheim,Right,,63,65,72,69,70,9,https://cdn.sofifa.net/players/203/605/22_120.png
203747,https://sofifa.com/player/203747/hector-bellerin-moruno/220002,Héctor Bellerín,"RB, RWB",78,26,male,Spain,83,51,69,77,74,65,https://cdn.sofifa.net/players/203/747/22_120.png,https://cdn.sofifa.net/flags/es.png,17000000,69000,Real Betis Balompié,Right,,60,65,79,58,68,10,https://cdn.sofifa.net/players/203/747/22_120.png
203843,https://sofifa.com/player/203843/damian-suarez/220002,D. Suárez,RB,78,33,male,Uruguay,73,69,73,74,77,77,https://cdn.sofifa.net/players/203/843/22_120.png,https://cdn.sofifa.net/flags/uy.png,7500000,28000,Getafe CF,Right,,69,73,72,76,72,9,https://cdn.sofifa.net/players/203/843/22_120.png
204082,https://sofifa.com/player/204082/john-brooks/220002,J. Brooks,CB,78,28,male,United States,59,39,59,64,79,76,https://cdn.sofifa.net/players/204/082/22_120.png,https://cdn.sofifa.net/flags/us.png,13500000,56000,VfL Wolfsburg,Left,,53,52,59,59,62,7,https://cdn.sofifa.net/players/204/082/22_120.png
204614,https://sofifa.com/player/204614/mario-rui-silva-duarte/220002,Mário Rui,LB,78,30,male,Portugal,80,49,73,79,72,64,https://cdn.sofifa.net/players/204/614/22_120.png,https://cdn.sofifa.net/flags/pt.png,12000000,54000,Napoli,Left,,58,73,81,72,66,8,https://cdn.sofifa.net/players/204/614/22_120.png
205192,https://sofifa.com/player/205192/denis-suarez-fernandez/220002,Denis Suárez,"CM, LM, LW",78,27,male,Spain,74,71,81,80,58,56,https://cdn.sofifa.net/players/205/192/22_120.png,https://cdn.sofifa.net/flags/es.png,16000000,26000,RC Celta de Vigo,Right,,69,78,77,64,68,8,https://cdn.sofifa.net/players/205/192/22_120.png
205966,https://sofifa.com/player/205966/amin-younes/220002,A. Younes,"CAM, CF, LM",78,27,male,Germany,74,68,74,86,35,59,https://cdn.sofifa.net/players/205/966/22_120.png,https://cdn.sofifa.net/flags/de.png,15000000,59000,Eintracht Frankfurt,Right,"#Dribbler, #Acrobat",60,76,81,59,66,11,https://cdn.sofifa.net/players/205/966/22_120.png
206534,https://sofifa.com/player/206534/patrick-bamford/220002,P. Bamford,ST,78,27,male,England,73,78,67,73,32,77,https://cdn.sofifa.net/players/206/534/22_120.png,https://cdn.sofifa.net/flags/gb-eng.png,15000000,82000,Leeds United,Left,#Engine,71,67,72,76,68,8,https://cdn.sofifa.net/players/206/534/22_120.png
206590,https://sofifa.com/player/206590/moises-gomez-bordonado/220002,Moi Gómez,"LM, RM, CM",78,27,male,Spain,68,74,77,78,52,61,https://cdn.sofifa.net/players/206/590/22_120.png,https://cdn.sofifa.net/flags/es.png,15000000,33000,Villarreal CF,Right,,70,75,71,69,65,8,https://cdn.sofifa.net/players/206/590/22_120.png
206651,https://sofifa.com/player/206651/roberto-torres-morales/220002,Roberto Torres,"RM, LM, CM",78,32,male,Spain,67,78,79,76,65,72,https://cdn.sofifa.net/players/206/651/22_120.png,https://cdn.sofifa.net/flags/es.png,11000000,30000,CA Osasuna,Right,,70,79,70,74,75,8,https://cdn.sofifa.net/players/206/651/22_120.png
207566,https://sofifa.com/player/207566/william-silva-de-carvalho/220002,William Carvalho,"CDM, CM",78,29,male,Portugal,40,60,75,68,73,84,https://cdn.sofifa.net/players/207/566/22_120.png,https://cdn.sofifa.net/flags/pt.png,12000000,25000,Real Betis Balompié,Right,,65,70,48,73,73,7,https://cdn.sofifa.net/players/207/566/22_120.png
208268,https://sofifa.com/player/208268/bryan-cristante/220002,B. Cristante,"CDM, CB, CM",78,26,male,Italy,55,71,76,75,75,78,https://cdn.sofifa.net/players/208/268/22_120.png,https://cdn.sofifa.net/flags/it.png,17500000,47000,Roma,Right,,73,73,60,76,71,3,https://cdn.sofifa.net/players/208/268/22_120.png
208295,https://sofifa.com/player/208295/romain-saiss/220002,R. Saïss,"CB, CM",78,31,male,Morocco,58,56,69,70,78,77,https://cdn.sofifa.net/players/208/295/22_120.png,https://cdn.sofifa.net/flags/ma.png,9500000,69000,Wolverhampton Wanderers,Left,,61,65,62,71,68,8,https://cdn.sofifa.net/players/208/295/22_120.png
208334,https://sofifa.com/player/208334/jonas-hector/220002,J. Hector,"CDM, LB",78,31,male,Germany,59,60,75,75,77,75,https://cdn.sofifa.net/players/208/334/22_120.png,https://cdn.sofifa.net/flags/de.png,10000000,28000,1. FC Köln,Left,,65,71,67,72,71,9,https://cdn.sofifa.net/players/208/334/22_120.png
208920,https://sofifa.com/player/208920/nathan-ake/220002,N. Aké,CB,78,26,male,Netherlands,76,53,70,71,80,75,https://cdn.sofifa.net/players/208/920/22_120.png,https://cdn.sofifa.net/flags/nl.png,16500000,95000,Manchester City,Left,,63,67,73,71,66,8,https://cdn.sofifa.net/players/208/920/22_120.png
209288,https://sofifa.com/player/209288/florent-mollet/220002,F. Mollet,"CAM, CM",78,29,male,France,74,75,78,80,49,63,https://cdn.sofifa.net/players/209/288/22_120.png,https://cdn.sofifa.net/flags/fr.png,14000000,30000,Montpellier Hérault SC,Right,,67,79,78,72,68,10,https://cdn.sofifa.net/players/209/288/22_120.png
210537,https://sofifa.com/player/210537/renato-steffen/220002,R. Steffen,"LM, RM",78,29,male,Switzerland,79,75,74,80,48,65,https://cdn.sofifa.net/players/210/537/22_120.png,https://cdn.sofifa.net/flags/ch.png,14000000,61000,VfL Wolfsburg,Left,#Acrobat,75,75,83,75,63,9,https://cdn.sofifa.net/players/210/537/22_120.png
210665,https://sofifa.com/player/210665/marcel-halstenberg/220002,M. Halstenberg,"CB, LB",78,29,male,Germany,63,66,73,71,75,80,https://cdn.sofifa.net/players/210/665/22_120.png,https://cdn.sofifa.net/flags/de.png,12000000,64000,RB Leipzig,Left,,71,72,64,78,70,10,https://cdn.sofifa.net/players/210/665/22_120.png
210736,https://sofifa.com/player/210736/emerson-palmieri-dos-santos/220002,Emerson,"LB, LWB",78,26,male,Italy,80,63,70,78,76,63,https://cdn.sofifa.net/players/210/736/22_120.png,https://cdn.sofifa.net/flags/it.png,15000000,85000,Olympique Lyonnais,Left,,63,69,77,70,67,8,https://cdn.sofifa.net/players/210/736/22_120.png
210881,https://sofifa.com/player/210881/john-mcginn/220002,J. McGinn,"CDM, CM",78,26,male,Scotland,70,73,75,78,71,80,https://cdn.sofifa.net/players/210/881/22_120.png,https://cdn.sofifa.net/flags/gb-sct.png,16500000,58000,Aston Villa,Left,#Engine,69,73,74,79,70,9,https://cdn.sofifa.net/players/210/881/22_120.png
211591,https://sofifa.com/player/211591/moussa-dembele/220002,M. Dembélé,ST,78,24,male,France,78,77,63,73,23,82,https://cdn.sofifa.net/players/211/591/22_120.png,https://cdn.sofifa.net/flags/fr.png,20500000,57000,Olympique Lyonnais,Right,,71,64,74,79,66,8,https://cdn.sofifa.net/players/211/591/22_120.png
212419,https://sofifa.com/player/212419/tyrone-mings/220002,T. Mings,CB,78,28,male,England,72,44,67,66,78,81,https://cdn.sofifa.net/players/212/419/22_120.png,https://cdn.sofifa.net/flags/gb-eng.png,14000000,61000,Aston Villa,Left,#Aerial Threat,58,60,64,66,65,8,https://cdn.sofifa.net/players/212/419/22_120.png
213331,https://sofifa.com/player/213331/jonathan-tah/220002,J. Tah,CB,78,25,male,Germany,67,27,55,57,79,81,https://cdn.sofifa.net/players/213/331/22_120.png,https://cdn.sofifa.net/flags/de.png,17500000,43000,Bayer 04 Leverkusen,Right,"#Aerial Threat, #Strength",45,47,59,59,58,8,https://cdn.sofifa.net/players/213/331/22_120.png
213577,https://sofifa.com/player/213577/antonio-jose-rodriguez-diaz/220002,Puertas,"RM, LM",78,29,male,Spain,78,76,72,77,38,75,https://cdn.sofifa.net/players/213/577/22_120.png,https://cdn.sofifa.net/flags/es.png,14000000,27000,Granada CF,Right,,74,66,75,76,68,10,https://cdn.sofifa.net/players/213/577/22_120.png
213874,https://sofifa.com/player/213874/thiago-henrique-mendes-ribeiro/220002,Thiago Mendes,"CDM, CM",78,29,male,Brazil,72,67,76,77,74,75,https://cdn.sofifa.net/players/213/874/22_120.png,https://cdn.sofifa.net/flags/br.png,12000000,57000,Olympique Lyonnais,Right,,65,75,74,74,73,9,https://cdn.sofifa.net/players/213/874/22_120.png
213956,https://sofifa.com/player/213956/adama-traore-diarra/220002,Adama Traoré,"RW, RWB",78,25,male,Spain,96,66,67,86,36,81,https://cdn.sofifa.net/players/213/956/22_120.png,https://cdn.sofifa.net/flags/es.png,18500000,79000,Wolverhampton Wanderers,Right,"#Speedster, #Dribbler",61,67,86,77,60,8,https://cdn.sofifa.net/players/213/956/22_120.png
214092,https://sofifa.com/player/214092/alexey-miranchuk/220002,A. Miranchuk,"CAM, ST",78,25,male,Russia,75,70,76,80,26,62,https://cdn.sofifa.net/players/214/092/22_120.png,https://cdn.sofifa.net/flags/ru.png,17500000,46000,Atalanta,Left,,69,76,76,67,63,8,https://cdn.sofifa.net/players/214/092/22_120.png
214097,https://sofifa.com/player/214097/benjamin-bourigeaud/220002,B. Bourigeaud,"CM, LM",78,27,male,France,70,74,79,77,63,73,https://cdn.sofifa.net/players/214/097/22_120.png,https://cdn.sofifa.net/flags/fr.png,16000000,47000,Stade Rennais FC,Right,,72,78,72,75,76,10,https://cdn.sofifa.net/players/214/097/22_120.png
215353,https://sofifa.com/player/215353/lucas-alario/220002,L. Alario,ST,78,28,male,Argentina,63,78,58,74,23,75,https://cdn.sofifa.net/players/215/353/22_120.png,https://cdn.sofifa.net/flags/ar.png,14500000,56000,Bayer 04 Leverkusen,Right,,73,58,68,75,66,10,https://cdn.sofifa.net/players/215/353/22_120.png
215590,https://sofifa.com/player/215590/ayoze-perez-gutierrez/220002,Ayoze Pérez,"RW, RM",78,27,male,Spain,77,73,72,80,54,67,https://cdn.sofifa.net/players/215/590/22_120.png,https://cdn.sofifa.net/flags/es.png,15000000,95000,Leicester City,Right,,74,72,79,70,71,9,https://cdn.sofifa.net/players/215/590/22_120.png
216194,https://sofifa.com/player/216194/daniel-garcia-carrillo/220002,Dani García,CM,78,31,male,Spain,41,69,71,74,80,83,https://cdn.sofifa.net/players/216/194/22_120.png,https://cdn.sofifa.net/flags/es.png,11500000,29000,Athletic Club de Bilbao,Right,,60,70,60,76,72,8,https://cdn.sofifa.net/players/216/194/22_120.png
216320,https://sofifa.com/player/216320/seko-fofana/220002,S. Fofana,CM,78,26,male,Côte d'Ivoire,76,71,72,78,72,79,https://cdn.sofifa.net/players/216/320/22_120.png,https://cdn.sofifa.net/flags/ci.png,17500000,32000,Racing Club de Lens,Right,,65,67,74,76,73,8,https://cdn.sofifa.net/players/216/320/22_120.png
216643,https://sofifa.com/player/216643/leo-dubois/220002,L. Dubois,RB,78,26,male,France,72,59,75,73,77,74,https://cdn.sofifa.net/players/216/643/22_120.png,https://cdn.sofifa.net/flags/fr.png,15000000,55000,Olympique Lyonnais,Right,,68,71,71,70,69,9,https://cdn.sofifa.net/players/216/643/22_120.png
217036,https://sofifa.com/player/217036/alexandre-moreno-lopera/220002,Álex Moreno,"LB, LWB, LM",78,28,male,Spain,88,60,71,77,72,64,https://cdn.sofifa.net/players/217/036/22_120.png,https://cdn.sofifa.net/flags/es.png,12500000,25000,Real Betis Balompié,Left,,66,68,82,64,68,9,https://cdn.sofifa.net/players/217/036/22_120.png
219733,https://sofifa.com/player/219733/ludovic-ajorque/220002,L. Ajorque,ST,78,27,male,France,60,78,60,70,17,81,https://cdn.sofifa.net/players/219/733/22_120.png,https://cdn.sofifa.net/flags/fr.png,16500000,29000,RC Strasbourg Alsace,Left,"#Aerial Threat, #Strength",71,58,57,77,66,9,https://cdn.sofifa.net/players/219/733/22_120.png
219792,https://sofifa.com/player/219792/baptiste-santamaria/220002,B. Santamaria,"CDM, CM",78,26,male,France,60,62,71,74,78,74,https://cdn.sofifa.net/players/219/792/22_120.png,https://cdn.sofifa.net/flags/fr.png,15500000,43000,Stade Rennais FC,Right,,63,67,66,73,65,7,https://cdn.sofifa.net/players/219/792/22_120.png
219985,https://sofifa.com/player/219985/matias-vecino/220002,M. Vecino,"CM, CDM",78,29,male,Uruguay,65,71,75,77,74,73,https://cdn.sofifa.net/players/219/985/22_120.png,https://cdn.sofifa.net/flags/uy.png,13500000,88000,Inter,Right,,71,71,68,75,73,3,https://cdn.sofifa.net/players/219/985/22_120.png
220883,https://sofifa.com/player/220883/rafael-santos-borre/220002,R. Borré,ST,78,25,male,Colombia,81,77,72,78,38,76,https://cdn.sofifa.net/players/220/883/22_120.png,https://cdn.sofifa.net/flags/co.png,19000000,32000,Eintracht Frankfurt,Right,,73,73,81,77,72,9,https://cdn.sofifa.net/players/220/883/22_120.png
221697,https://sofifa.com/player/221697/ollie-watkins/220002,O. Watkins,ST,78,25,male,England,85,75,68,75,40,71,https://cdn.sofifa.net/players/221/697/22_120.png,https://cdn.sofifa.net/flags/gb-eng.png,21000000,67000,Aston Villa,Right,#Engine,72,65,79,80,59,9,https://cdn.sofifa.net/players/221/697/22_120.png
222493,https://sofifa.com/player/222493/marvin-friedrich/220002,M. Friedrich,CB,78,25,male,Germany,64,41,57,53,81,76,https://cdn.sofifa.net/players/222/493/22_120.png,https://cdn.sofifa.net/flags/de.png,15500000,29000,1. FC Union Berlin,Right,,52,47,61,63,58,11,https://cdn.sofifa.net/players/222/493/22_120.png
222558,https://sofifa.com/player/222558/rick-karsdorp/220002,R. Karsdorp,"RM, RB",78,26,male,Netherlands,87,64,74,77,76,78,https://cdn.sofifa.net/players/222/558/22_120.png,https://cdn.sofifa.net/flags/nl.png,16500000,51000,Roma,Right,,69,72,76,76,71,11,https://cdn.sofifa.net/players/222/558/22_120.png
222943,https://sofifa.com/player/222943/jonathan-rodriguez-menendez/220002,Jony,LM,78,29,male,Spain,82,69,77,78,50,65,https://cdn.sofifa.net/players/222/943/22_120.png,https://cdn.sofifa.net/flags/es.png,14000000,58000,Lazio,Left,,66,77,79,63,66,10,https://cdn.sofifa.net/players/222/943/22_120.png
223273,https://sofifa.com/player/223273/mario-pasalic/220002,M. Pašalić,"CM, CAM",78,26,male,Croatia,64,75,75,77,65,76,https://cdn.sofifa.net/players/223/273/22_120.png,https://cdn.sofifa.net/flags/hr.png,18000000,48000,Atalanta,Right,,71,73,66,75,73,10,https://cdn.sofifa.net/players/223/273/22_120.png
224003,https://sofifa.com/player/224003/sergio-herrera-piron/220002,Sergio Herrera,GK,78,28,male,Spain,1,1,1,1,16,1,https://cdn.sofifa.net/players/224/003/22_120.png,https://cdn.sofifa.net/flags/es.png,12000000,24000,CA Osasuna,Right,,18,21,52,47,28,71,https://cdn.sofifa.net/players/224/003/22_120.png
224069,https://sofifa.com/player/224069/karl-toko-ekambi/220002,K. Toko Ekambi,"LW, ST",78,28,male,Cameroon,85,78,71,77,18,70,https://cdn.sofifa.net/players/224/069/22_120.png,https://cdn.sofifa.net/flags/cm.png,14000000,68000,Olympique Lyonnais,Right,,75,68,80,75,61,9,https://cdn.sofifa.net/players/224/069/22_120.png
224371,https://sofifa.com/player/224371/jarrod-bowen/220002,J. Bowen,"RM, ST",78,24,male,England,76,74,73,79,41,65,https://cdn.sofifa.net/players/224/371/22_120.png,https://cdn.sofifa.net/flags/gb-eng.png,21000000,57000,West Ham United,Left,,68,73,78,69,64,9,https://cdn.sofifa.net/players/224/371/22_120.png
225263,https://sofifa.com/player/225263/duje-caleta-car/220002,D. Ćaleta-Car,CB,78,24,male,Croatia,59,39,60,62,78,82,https://cdn.sofifa.net/players/225/263/22_120.png,https://cdn.sofifa.net/flags/hr.png,19000000,31000,Olympique de Marseille,Right,#Strength,49,52,59,68,65,7,https://cdn.sofifa.net/players/225/263/22_120.png
225341,https://sofifa.com/player/225341/david-garcia-zubiria/220002,David García,CB,78,27,male,Spain,53,37,64,64,78,75,https://cdn.sofifa.net/players/225/341/22_120.png,https://cdn.sofifa.net/flags/es.png,16000000,28000,CA Osasuna,Right,,58,55,55,59,61,8,https://cdn.sofifa.net/players/225/341/22_120.png
225659,https://sofifa.com/player/225659/guido-rodriguez/220002,G. Rodríguez,"CDM, CM",78,26,male,Argentina,54,56,66,66,80,77,https://cdn.sofifa.net/players/225/659/22_120.png,https://cdn.sofifa.net/flags/ar.png,15000000,24000,Real Betis Balompié,Right,,59,60,56,68,68,10,https://cdn.sofifa.net/players/225/659/22_120.png
